dataset,subdataset,sentence,flag,Bert,Distilbert,Roberta,Status,word_count,sentence_count,avg_word_length,std_word_length,type_token_ratio,hapax_legomena,stopword_ratio,punctuation_density,noun_ratio,verb_ratio,adj_ratio,adv_ratio,pronoun_ratio,avg_dependency_depth,function_word_ratio,punctuation_usage,readability_score,sentence_length_variation,subordinate_clause_ratio,sentiment_polarity,sentiment_subjectivity,anger,joy,fear,sadness,disgust,surprise,certainty_adverbs_count,certainty_verbs_count,certainty_adjectives_count,doubt_adverbs_count,doubt_verbs_count,doubt_adjectives_count,hedges_score,hedge_C_count,hedge_D_count,hedge_E_count,hedge_I_count,hedge_N_count,C_ratio,D_ratio,E_ratio,I_ratio,N_ratio
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,this place had ALL the trimmings and i mean all.,explicit,True,True,True,Correct,11.0,1.0,3.5454545454545454,2.0610516452281153,1.0,1.0,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,0.0,1.0,0.6363636363636364,0.09090909090909091,1.2900000000000027,0.0,0.0,-0.3125,0.6875,0.06610780954360962,0.006262414623051882,0.002803994808346033,0.009568600915372372,0.18671049177646637,0.41637009382247925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,you know what i mean all the positives things happening there made mw write this review.,implicit,True,True,True,Correct,17.0,1.0,4.294117647058823,2.2166404331078553,1.0,1.0,0.4117647058823529,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,0.47058823529411764,0.058823529411764705,6.137499999999999,0.0,0.11764705882352941,-0.3125,0.6875,0.0204363651573658,0.33125197887420654,0.0019145298283547163,0.005207170732319355,0.008386056870222092,0.056636992841959,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Absolutely delicious.,implicit,True,True,True,Correct,3.0,1.0,6.666666666666667,4.0276819911981905,1.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,26.490000000000006,0.0,0.0,1.0,1.0,0.004824159666895866,0.6547049880027771,0.00391117250546813,0.006847436539828777,0.03719788044691086,0.016403183341026306,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!",explicit,True,True,True,Correct,28.0,1.0,3.6785714285714284,2.564226023976985,0.9285714285714286,0.8928571428571429,0.35714285714285715,0.21428571428571427,0.17857142857142858,0.10714285714285714,0.14285714285714285,0.03571428571428571,0.07142857142857142,1.0,0.39285714285714285,0.03571428571428571,11.22636363636364,0.0,0.0,0.5,0.525,0.015461360104382038,0.1255190521478653,0.00167213031090796,0.003218351397663355,0.0855989009141922,0.023672454059123993,1.0,1.0,1.0,0.0,0.0,0.0,0.965809166431427,21.0,1.0,0.0,0.0,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"At best, the food was good and definately overpriced.",explicit,True,True,True,Correct,11.0,1.0,4.090909090909091,2.9681504940571832,1.0,1.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.0,1.0,0.36363636363636365,0.09090909090909091,6.2755555555555596,0.0,0.0,0.85,0.45000000000000007,0.013274010270833969,0.224634051322937,0.0035332536790519953,0.01480427198112011,0.22618432343006134,0.005212628748267889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Caesar salad was superb.,explicit,True,True,True,Correct,5.0,1.0,4.2,1.9390719429665317,1.0,1.0,0.2,0.2,0.4,0.2,0.2,0.0,0.0,1.0,0.2,0.2,6.620000000000001,0.0,0.0,1.0,1.0,0.006248471327126026,0.5712295174598694,0.0035251176450401545,0.007787204813212156,0.05674778297543526,0.010113139636814594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Dinners have always been excellent, in terms of food quality.",explicit,True,True,True,Correct,12.0,1.0,4.333333333333333,2.4608038433722337,1.0,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,1.0,0.4166666666666667,0.08333333333333333,7.190000000000001,0.0,0.0,1.0,1.0,0.005522983614355326,0.040263473987579346,0.0012935157865285873,0.006986155174672604,0.029211806133389473,0.007241574116051197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Even the chickpeas, which I normally find too dry, were good.",explicit,True,True,True,Correct,14.0,1.0,3.642857142857143,2.3786894007638164,0.9285714285714286,0.8571428571428571,0.35714285714285715,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.07142857142857142,1.0,0.42857142857142855,0.07142857142857142,4.790909090909089,0.0,0.0,0.2611111111111111,0.6166666666666667,0.0057322620414197445,0.06586432456970215,0.001805553794838488,0.011500123888254166,0.10599134862422943,0.008380687795579433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",explicit,True,True,True,Correct,28.0,1.0,3.857142857142857,1.8070158058105026,0.7857142857142857,0.6785714285714286,0.5357142857142857,0.07142857142857142,0.17857142857142858,0.21428571428571427,0.14285714285714285,0.0,0.0,1.0,0.5357142857142857,0.03571428571428571,10.434615384615388,0.0,0.07142857142857142,1.0,0.65,0.005243688356131315,0.2089528739452362,0.004681894555687904,0.005419619381427765,0.08512920886278152,0.008890246972441673,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Fresh ingrediants and super tasty.,explicit,True,True,True,Correct,6.0,1.0,5.0,3.0550504633038935,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,0.16666666666666666,0.16666666666666666,9.96,0.0,0.0,0.31666666666666665,0.5833333333333333,0.005594009533524513,0.5126580595970154,0.0020216049160808325,0.007733866106718779,0.056043416261672974,0.01168848481029272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.",explicit,True,True,True,Correct,16.0,1.0,4.8125,3.9245819841099,0.9375,0.875,0.3125,0.1875,0.1875,0.1875,0.0625,0.1875,0.0,1.0,0.3125,0.0625,10.356923076923078,0.0,0.1875,0.06666666666666667,0.6666666666666667,0.007325491402298212,0.004263554699718952,0.004273624159395695,0.04547832906246185,0.7163310647010803,0.014707360416650772,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,I got the shellfish and shrimp appetizer and it was alright.,explicit,True,True,True,Correct,12.0,1.0,4.166666666666667,2.733536577809454,0.9166666666666666,0.8333333333333334,0.5,0.08333333333333333,0.08333333333333333,0.25,0.16666666666666666,0.0,0.16666666666666666,1.0,0.5,0.08333333333333333,5.863636363636363,0.0,0.0,0.0,0.0,0.009077257476747036,0.4522252082824707,0.002505858428776264,0.005495639517903328,0.06370032578706741,0.006278330460190773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,I have eaten here three times and have found the quality and variety of the fish to be excellent.,explicit,True,True,True,Correct,20.0,1.0,3.95,2.011839953873071,0.85,0.7,0.55,0.05,0.2,0.25,0.05,0.05,0.05,1.0,0.6,0.05,8.588421052631581,0.0,0.05,1.0,1.0,0.00987489428371191,0.2941608726978302,0.004522664472460747,0.007681222166866064,0.08416314423084259,0.014112140983343124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"I picked the asparagus, which turned out to be incredible and perfectly prepared.",explicit,True,True,True,Correct,15.0,1.0,4.6,3.0940803695659445,1.0,1.0,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,1.0,0.4666666666666667,0.06666666666666667,9.44923076923077,0.0,0.06666666666666667,0.95,0.95,0.006871846970170736,0.1668660193681717,0.00307180592790246,0.0030895029194653034,0.014160937629640102,0.1540631800889969,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,I should have thought to bring it up but never expected the food to be that mild.,explicit,True,True,True,Correct,18.0,1.0,3.611111111111111,1.9476164603286783,0.9444444444444444,0.8888888888888888,0.6111111111111112,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.0,0.05555555555555555,0.1111111111111111,1.0,0.6666666666666666,0.05555555555555555,4.92235294117647,0.0,0.1111111111111111,0.19166666666666665,0.45,0.006768741644918919,0.007720667403191328,0.010302232578396797,0.011700812727212906,0.03371426463127136,0.5738629698753357,0.0,0.0,0.0,1.0,0.0,1.0,0.9076359868049622,16.0,1.0,0.0,0.0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"I've had the Jellyfish, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.",explicit,True,True,True,Correct,26.0,1.0,3.6538461538461537,1.9403074239429907,0.8461538461538461,0.7307692307692307,0.34615384615384615,0.19230769230769232,0.38461538461538464,0.11538461538461539,0.038461538461538464,0.0,0.07692307692307693,1.0,0.46153846153846156,0.038461538461538464,8.895238095238096,0.0,0.0,0.35,0.35000000000000003,0.0035509320441633463,0.13603565096855164,0.001250585075467825,0.004614885430783033,0.0067587425000965595,0.017513327300548553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"It was so much though that I could barely finish but I did, since it was delicious.",implicit,True,True,True,Correct,19.0,1.0,3.526315789473684,2.1366087505457303,0.8947368421052632,0.7894736842105263,0.5263157894736842,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.21052631578947367,1.0,0.7368421052631579,0.05263157894736842,5.616470588235295,0.0,0.21052631578947367,0.4166666666666667,0.43333333333333335,0.004129464738070965,0.3363727927207947,0.007357039954513311,0.012095993384718895,0.21396687626838684,0.021496007218956947,1.0,0.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"It wasn't the freshest seafood ever, but the taste and presentation was OK.",explicit,True,True,True,Correct,16.0,1.0,3.9375,2.7719296076920856,0.875,0.75,0.4375,0.1875,0.25,0.125,0.0625,0.125,0.0625,1.0,0.5625,0.0625,8.541538461538462,0.0,0.0,0.5,0.5,0.004888815339654684,0.20083995163440704,0.0030637949239462614,0.008859666995704174,0.3179911673069,0.006075374782085419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",explicit,True,True,True,Correct,14.0,1.0,3.7142857142857144,1.5779087167410373,0.9285714285714286,0.8571428571428571,0.42857142857142855,0.14285714285714285,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,1.0,0.42857142857142855,0.07142857142857142,4.823333333333334,0.0,0.0,0.2,0.3,0.005779752973467112,0.2980210483074188,0.002853955375030637,0.005765687208622694,0.06342728435993195,0.008674493059515953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,explicit,True,True,True,Correct,19.0,1.0,5.578947368421052,2.369005775774084,1.0,1.0,0.21052631578947367,0.05263157894736842,0.47368421052631576,0.10526315789473684,0.15789473684210525,0.0,0.05263157894736842,1.0,0.21052631578947367,0.05263157894736842,11.096666666666668,0.0,0.0,0.18333333333333335,0.47222222222222227,0.004620034247636795,0.7757693529129028,0.0009763725101947784,0.004205568227916956,0.025679845362901688,0.0056192707270383835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Rice is too dry, tuna wasn't so fresh either.",explicit,True,True,True,Correct,12.0,1.0,3.0833333333333335,1.4409680388158819,1.0,1.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.16666666666666666,0.25,0.0,1.0,0.5,0.08333333333333333,3.653333333333336,0.0,0.08333333333333333,0.11666666666666667,0.55,0.016793882474303246,0.0024323114193975925,0.005624490790069103,0.07429911196231842,0.12584863603115082,0.012976014986634254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The 9 oz steak came next and it tasted great, at least initially.",explicit,True,True,True,Correct,15.0,1.0,3.533333333333333,2.1561282171728307,1.0,1.0,0.26666666666666666,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.06666666666666667,1.0,0.4,0.06666666666666667,4.91076923076923,0.0,0.0,0.125,0.2875,0.0032268622890114784,0.5829856991767883,0.0030833117198199034,0.0041799601167440414,0.016836341470479965,0.009443155489861965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The Caesar salad I ordered had so much lemon I couldn't eat it.,explicit,True,True,True,Correct,15.0,1.0,3.4,1.8184242262647807,0.9333333333333333,0.8666666666666667,0.4,0.13333333333333333,0.2,0.2,0.06666666666666667,0.13333333333333333,0.2,1.0,0.6,0.06666666666666667,5.818461538461541,0.0,0.06666666666666667,0.2,0.2,0.012000850401818752,0.012803642079234123,0.0022181605454534292,0.06747869402170181,0.11341990530490875,0.0474545881152153,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",explicit,True,True,True,Correct,15.0,1.0,4.666666666666667,2.890597785157173,0.9333333333333333,0.8666666666666667,0.4666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.2,0.06666666666666667,0.0,1.0,0.4666666666666667,0.06666666666666667,10.356923076923078,0.0,0.0,0.5666666666666667,0.6,0.002793460851535201,0.7388404607772827,0.002674961229786277,0.008954556658864021,0.08461158722639084,0.009020180441439152,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The best dish are the honwy walnut prawns- just outstanding.,explicit,True,True,True,Correct,11.0,1.0,4.636363636363637,2.5324342322152944,1.0,1.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,1.0,0.36363636363636365,0.09090909090909091,4.830000000000002,0.0,0.09090909090909091,0.75,0.5875,0.007165235932916403,0.5435726046562195,0.0013192547485232353,0.008066296577453613,0.010883770883083344,0.03442102298140526,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The chana masala (garbanzo beans) are also excellent.,explicit,True,True,True,Correct,11.0,1.0,4.181818181818182,2.622219109428356,1.0,1.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.0,1.0,0.2727272727272727,0.09090909090909091,8.180000000000003,0.0,0.0,1.0,1.0,0.004013224970549345,0.6441692113876343,0.0013763161841779947,0.004811928607523441,0.015733221545815468,0.010182944126427174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The chicken curry and chicken tikka masala are my favorite meat dishes.,explicit,True,True,True,Correct,13.0,1.0,4.615384615384615,2.058321255424562,0.9230769230769231,0.8461538461538461,0.3076923076923077,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,1.0,0.3076923076923077,0.07692307692307693,7.773333333333333,0.0,0.0,-0.2333333333333333,0.9666666666666667,0.00941068958491087,0.5804623365402222,0.002280342625454068,0.00622507045045495,0.06702341139316559,0.007311668246984482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The food is fantastic, authentic, delicious and very, very affordable.",explicit,True,True,True,Correct,14.0,1.0,4.357142857142857,3.286490591522097,0.7857142857142857,0.6428571428571429,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.0,1.0,0.35714285714285715,0.07142857142857142,13.09,0.0,0.0,0.54,0.76,0.0027095824480056763,0.870843231678009,0.0020009747240692377,0.003592034336179495,0.021598637104034424,0.004496160428971052,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food is great and they make a mean bloody mary.,explicit,True,True,True,Correct,12.0,1.0,3.4166666666666665,1.4409680388158819,1.0,1.0,0.4166666666666667,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,1.0,0.5,0.08333333333333333,2.645454545454548,0.0,0.0,-0.10416666666666667,0.7791666666666667,0.4384433627128601,0.001624529017135501,0.013123512268066406,0.01629774086177349,0.5192393660545349,0.0008882874390110373,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food is simply unforgettable!,explicit,True,True,True,Correct,6.0,1.0,4.833333333333333,3.975620147292188,1.0,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.0,0.3333333333333333,0.16666666666666666,9.96,0.0,0.0,1.0,1.0,0.003251653164625168,0.7777632474899292,0.005555738694965839,0.004764399491250515,0.007202860899269581,0.08809585869312286,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food is sinful.,explicit,True,True,True,Correct,5.0,1.0,3.2,1.7204650534085253,1.0,1.0,0.4,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.4,0.2,0.7199999999999989,0.0,0.0,0.0,0.0,0.005753594916313887,0.00038424701779149473,0.0020725438371300697,0.006450013257563114,0.9808289408683777,0.000573438941501081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food was all good but it was way too mild.,explicit,True,True,True,Correct,12.0,1.0,3.0,0.816496580927726,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,1.0,0.5833333333333334,0.08333333333333333,0.5,0.0,0.0,0.5166666666666666,0.55,0.007048715837299824,0.18916742503643036,0.006398689933121204,0.02869780734181404,0.1975174844264984,0.0041150921024382114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food was great!,explicit,True,True,True,Correct,5.0,1.0,3.2,1.32664991614216,1.0,1.0,0.4,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.4,0.2,-2.2299999999999986,0.0,0.0,1.0,0.75,0.002130666049197316,0.9605790376663208,0.0007220436818897724,0.00176810915581882,0.004975452087819576,0.009258701466023922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The food was very good, filet mignon was probably the best I've ever try.",explicit,True,True,True,Correct,17.0,1.0,3.5294117647058822,1.7190163760238186,0.9411764705882353,0.8823529411764706,0.35294117647058826,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.17647058823529413,0.058823529411764705,1.0,0.47058823529411764,0.058823529411764705,6.727142857142859,0.0,0.058823529411764705,0.955,0.54,0.002705884864553809,0.7571658492088318,0.0018187806708738208,0.004087892360985279,0.01575392857193947,0.013867626897990704,1.0,0.0,0.0,1.0,0.0,0.0,0.9568479061126709,13.0,0.0,1.0,0.0,0.0,0.9285714285714286,0.0,0.07142857142857142,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you.....were not good.",explicit,True,True,True,Correct,25.0,1.0,4.32,1.690443728729235,0.96,0.92,0.36,0.28,0.24,0.16,0.16,0.08,0.08,1.0,0.4,0.24,5.92404761904762,0.0,0.0,-0.16,0.4800000000000001,0.019587991759181023,0.006284247152507305,0.007518716622143984,0.14458774030208588,0.5374550819396973,0.04767357185482979,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The pizza is delicious and the salads are fantastic.,explicit,True,True,True,Correct,10.0,1.0,4.4,2.65329983228432,1.0,1.0,0.5,0.1,0.2,0.2,0.2,0.0,0.0,1.0,0.5,0.1,7.58666666666667,0.0,0.0,0.7,0.95,0.0021200429182499647,0.8921791911125183,0.0011184187605977058,0.003925429191440344,0.011843492276966572,0.005853816866874695,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The pizza itself is not exactly the best I've had EVER, but still pretty good.",explicit,True,True,True,Correct,18.0,1.0,3.5555555555555554,1.7069212773041351,1.0,1.0,0.4444444444444444,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.1111111111111111,1.0,0.6111111111111112,0.05555555555555555,6.780000000000001,0.0,0.0,0.45625,0.5375000000000001,0.002940097590908408,0.519356906414032,0.001885990146547556,0.022143308073282242,0.02253561094403267,0.07917705923318863,3.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The pizza’s are light and scrumptious.,explicit,True,True,True,Correct,9.0,1.0,3.6666666666666665,2.9814239699997196,1.0,1.0,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,1.0,0.5,0.1111111111111111,2.4833333333333343,0.0,0.0,0.4,0.7,0.0032752773258835077,0.7732221484184265,0.001447875751182437,0.00597123708575964,0.04477894678711891,0.007011733017861843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The sashimi was the freshest and most tender I have ever tasted.,explicit,True,True,True,Correct,13.0,1.0,4.076923076923077,2.0554444947519057,1.0,1.0,0.5384615384615384,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.07692307692307693,1.0,0.6153846153846154,0.07692307692307693,5.806666666666668,0.0,0.07692307692307693,0.5,0.5,0.005265635903924704,0.2499604970216751,0.004447480197995901,0.0071332091465592384,0.3710452914237976,0.01144490297883749,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The scallops are apparently cooked in a black olive butter which really makes them unique (not to mention tasty).,explicit,True,True,True,Correct,22.0,1.0,4.318181818181818,2.400499259365617,1.0,1.0,0.36363636363636365,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.045454545454545456,1.0,0.4090909090909091,0.045454545454545456,9.830526315789477,0.0,0.09090909090909091,0.11458333333333334,0.49583333333333335,0.0047531574964523315,0.05130280181765556,0.0009261262603104115,0.0023891637101769447,0.018617821857333183,0.023838605731725693,1.0,0.0,0.0,1.0,0.0,0.0,0.647816002368927,18.0,0.0,1.0,0.0,0.0,0.9473684210526315,0.0,0.05263157894736842,0.0,0.0
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The side of potatoes is to die for, as is the labne (yogurt dip).",explicit,True,True,True,Correct,18.0,1.0,2.888888888888889,1.822357718539636,0.9444444444444444,0.8888888888888888,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.0,0.0,0.05555555555555555,1.0,0.5,0.05555555555555555,5.041428571428572,0.0,0.16666666666666666,0.0,0.0,0.013996926136314869,0.0027355665806680918,0.007371185813099146,0.013846798799932003,0.8175337314605713,0.002463125390931964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
