dataset,subdataset,sentence,flag,Bert,Distilbert,Roberta,Status
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,food was luke warm.,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,great food,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"great food, great wine list, great service in a great neighborhood...",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,great hot dogs..,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,great taste,implicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,i love their chicken pasta cant remember the name but is sooo good,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"im not necessarily fanatical about this place, but it was a fun time for low pirces.",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,it was really good pizza.,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"lobster was good, nothing spectacular.",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,my favorite place lol,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"oh speaking of bathroom , the mens bathroom was disgusting.",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,overpriced japanese food with mediocre service,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"peppers, onions, relish, chilli, cheeses, you NAME it.",implicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"quacamole at pacifico is yummy, as are the wings with chimmichuri.",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"short and sweet – seating is great:it's romantic,cozy and private.",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,so delicious!!!!!!,implicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,the crust was imazingly cooked well and pizza was fully loaded:):):),explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,the food is always fresh ...,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"the spinach is fresh, definately not frozen...",explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,this place had ALL the trimmings and i mean all.,explicit,True,True,True,Correct
SemEval_2015,RESTAURANT#GENERAL_RESTAURANT#GENERAL,you know what i mean all the positives things happening there made mw write this review.,implicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Absolutely delicious.,implicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"At best, the food was good and definately overpriced.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Caesar salad was superb.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Dinners have always been excellent, in terms of food quality.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Even the chickpeas, which I normally find too dry, were good.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Fresh ingrediants and super tasty.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,I got the shellfish and shrimp appetizer and it was alright.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,I have eaten here three times and have found the quality and variety of the fish to be excellent.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"I picked the asparagus, which turned out to be incredible and perfectly prepared.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,I should have thought to bring it up but never expected the food to be that mild.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"I've had the Jellyfish, Horse Mackerel, Blue Fin Tuna and the Sake Ikura roll among others, and they were all good.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"It was so much though that I could barely finish but I did, since it was delicious.",implicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"It wasn't the freshest seafood ever, but the taste and presentation was OK.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Melt in your mouth nigiri and sashmi, and very tasty rolls too.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,My friend enjoyed the grilled Alaskan King Salmon with delectable creamed Washington russet potatoes and crisp green beans.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"Rice is too dry, tuna wasn't so fresh either.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The 9 oz steak came next and it tasted great, at least initially.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The Caesar salad I ordered had so much lemon I couldn't eat it.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The appetizer was interesting, but the Creme Brulee was very savory and delicious.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The best dish are the honwy walnut prawns- just outstanding.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The chana masala (garbanzo beans) are also excellent.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The chicken curry and chicken tikka masala are my favorite meat dishes.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The food is fantastic, authentic, delicious and very, very affordable.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food is great and they make a mean bloody mary.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food is simply unforgettable!,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food is sinful.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food was all good but it was way too mild.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The food was great!,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The food was very good, filet mignon was probably the best I've ever try.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The lemon chicken tasted like sticky sweet donuts and the honey walnut prawns, the few they actually give you.....were not good.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The pizza is delicious and the salads are fantastic.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The pizza itself is not exactly the best I've had EVER, but still pretty good.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The pizza’s are light and scrumptious.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The sashimi was the freshest and most tender I have ever tasted.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The scallops are apparently cooked in a black olive butter which really makes them unique (not to mention tasty).,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"The side of potatoes is to die for, as is the labne (yogurt dip).",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,The steak was done to my exact liking (medium rare) and was nice and juicy.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Their crab eggs benedict is addicting.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,They came in their own nifty take out box and with some homemade frosting; very light and not-too-sweet.,implicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,Try the Chef's Choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"We ordered a selection of the small plates, and the shoe string onions, goat cheese pizza, grilled asparagus and fried brie with fruit were all very good.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,best honey walnyt prawns that we have every tasted.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"food was fine, with a some little-tastier-than-normal salsa.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,the brocollis were so fresh and tasty.,explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,yummy.,implicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"– Eggs, pancakes, potatoes, fresh fruit and yogurt -- everything they serve is delicious.",explicit,True,True,True,Correct
SemEval_2016,FOOD#QUALITY_FOOD#QUALITY,"– The food is here is incredible, though the quality is inconsistent during lunch.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,$6 with tip.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,- Mediocre Service/Quality,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,6pm on a Sat before a Broadway play and we were quickly seated and served.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"A brief conversation with the manager at the end of the meal was the greatest disappointment--to say we had been ""blown off"" would be an understatement.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,AVOID THE PLACE,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Absolutely delicious.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"After one member of our party had been bumped repeatedly by a waitress, a polite request that he not be bumped sent the waitress into an abusive rant.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"All considered, I have to say that Ray's Boathouse is deserving of its title as a Seattle institution.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"All their menu items are a hit, and they serve mimosas.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Also have great margaritas!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Also love their caeser salad.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Also, there was only one bathroom stall- probably need more for such big crowds.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Also, they serve THE best hummus in America, with a drizzle of fragrant olive oil (which, I believe is the traditional way)!",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Although the service could be improved considering the money you put in.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Always busy, but they are good at seating you promptly and have quick service.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,And the service was simply spendid - quite a delight.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,And the upstairs is a great place to hang out.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,And they give good quantity for the price.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,And they packaged everything nicely so it didn't spill.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Another plus is the open feel of the restaurant with glass walls on all sides.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,As it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20% discount on our bill.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"As part of a small party of four, our food was dropped off without comment;",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"At best, the food was good and definately overpriced.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Atmosphere was nice.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"BUt once done, it's not too much dough, not too much cheese, not too much sauce.",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Be sure to try the oyster roll.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Been there lots since and its always a good time.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Best Crab Cakes in Town,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Best Indian food in L.A.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Best Sushi in town.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Best food, phenominal service ",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Blue Ribbon lives up to it's fantastic reputation.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Brunch at Murphy's is to die for, my specialty... egg white omelet, the food is always freshly prepared.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"But she is very friendly with certain people, making it even more annoying.",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,But the servers were extremely attentive and very friendly.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"But the space is small and lovely, and the service is helpful.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Caesar salad was superb.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Can get busy on Fridays for a table but once seated, the service is so efficient you can be in and out of there quickly.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Caution - its real food for people who love the best.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Check out the art on the walls, very colorful!",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,DONOT GO!,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Delectable ,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Delicious,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Delicious...!,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Dinners have always been excellent, in terms of food quality.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Drinks are suberb, and I feel like I am in a Third World country when I walk in the door.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Drinks were good.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Enjoyed the food,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Even the chickpeas, which I normally find too dry, were good.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Even then, the order was not correct and we were still waiting for a couple items.",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Every time ""0-sixtynine"" is called the bartender buys everyone drinks!",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Everyone that sat in the back outside agreed that it was the worst service we had ever received.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Everything I've had here is good, taco salads, burritos, enchiladas i love this place.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Everything you want and more, very fresh.",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Everything, and I mean everything on the menu is delectable.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Excellent food, nice ambience, fairly expensive",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Fabulous Italian Food!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Fair menu selection.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Fancy pieces of exotic fish on a $100 dollar plate and NOT ONE was eatable.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Finally a meal that you will remember for a long time!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Finally, my wife stood face to face in front of one of the staff and she asked, ""Are you waiting for a table?""",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"First off, the food came fast and all together :) i like that... i hate the pretentiousness of things coming in one after the other.",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Food was good and appetizing.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Food was good and cheap.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"For my entr&eacute;e, I completely enjoyed the seared Alaskan sea scallops complemented by chard, artichoke hearts, fennel, and pecorino toscano.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,For the amount of food we got the prices should have been lower.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"For the finicky sushi eater and those who have sampled the best NYC has to offer, the fish is the freshest and the service is superb.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Fresh ingrediants and super tasty.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Freshest sushi  – I love this restaurant.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Good Food, Great Service, Average Prices (For the Strip)",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Good Sushi, High Price ",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Good eats.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Good food!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Good for late night dining (last minute planning) without reservations.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Great Pizza, Poor Service",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Great bottle of wine.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Great draft and bottle selection and the pizza rocks.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Great food with an awesome atmosphere!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Great food, better Margaritas!",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Great open and friendly ambience.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Great seasonal fish and seafood, with a classy waterfront setting.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Great selection of sakes.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Great value sushi with high quality & nice setting.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Green Tea creme brulee is a must!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Green tea creme brulee gets better each time I have it.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Groovy music made the dinner casual.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"Hands down, the best tuna I have ever had.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,Holy Hummus!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"However, the value and service are both severely lacking.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"However, they do take your cellphone numbers so that you can go hang out somewhere else till they call you up on your cellphone.",implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"However, this place is a gem, and I won't stop going back.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I FOUND A NEW HOME ON SECOND AVENUE!!!!!!!!!!!!,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I am so happy to have a wonderful Italian restaurant in my neighborhood.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I appreciate their delivery too.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I can highly recommend their various saag and paneer and korma.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I can't saybenough good things about this restaurant, and I can't wait for my next several visits.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I cannot wait to go back again this coming weekend!,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I complained to the manager, but he was not even apologetic.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I don't know if I'll be back....,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I don't know why anyone would want to write a great review about this place.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I ended the meal with the unusual dessert of a port and chocolate tasting....yummy!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I got the shellfish and shrimp appetizer and it was alright.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I had a taste of all three items on her plate, and they were superb.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I had the Kafta plate and it was perfect.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I had the kafta plate and I enjoyed it.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I had yummy lamb korma, saag paneer, samosas, naan, etc.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I have a but here - there was a bathroom attendant in the restroom which was odd.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I have been to this place, folks and it is BAD.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I have not a bad thing to say about this place.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I hope one day Scooner or Later returns to what it once was.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I know many people have their favorite types of pizza and pizza places, but Mioposto's pizza lacks quality and good taste.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I liked it.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I liked the atmosphere very much but the food was not worth the price.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I love Dungeness crabs and at Ray's you can get them served in about 6 different ways!,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I love this restaurant,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I may not be a sushi guru but I can tell you that the food here is just okay and that there is not much else to it.,explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,"I picked the asparagus, which turned out to be incredible and perfectly prepared.",explicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I probably wouldn't go back though 'cuz I don't know if it's worth it.,implicit,True,True,True,Correct
SemEval_2016,RESTAURANT#GENERAL_RESTAURANT#GENERAL,I rejected it because in the process of attempting to fix the eggs they broke something else in the dish and I was too frustrated to continue.,explicit,True,True,True,Correct
